Código;descricao_insumo;descricao_detalhes;Descrição;Descrição Família Insumo;Descrição Conta Financeira
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPA MULTIUSO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPA MULTIUSO II;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPA MULTIUSO III;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPA MULTIUSO TIPO A;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ÁGUA SANITÁRIA 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BARRA SABAO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LÃ DE AÇO BOMBRIL PCT 08 UNID;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PEDRA SANITARIA FLORAL DESODOR;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABAO EM PO ALA ROSAS E FLOR DE LIS 500G;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PEDRA SANITARIA BRISA FLORAL DESODOR;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CORDAO FLOR DIVERSAS PEQUENO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DIFUSOR P/AMBIENTE ALECRIM E MARACUJA 500ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 3R PRETO 100L C/100 UND;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LUVA LATEX AMARELA INOVEN TAM M;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;TAPETE NOZINHO SANTA MARLENE 45X65 CM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 3R PRETO 20L C/100 UND;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BASE SABAO AZULAO BRASLIMP 1L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;RATICIDA GRANULADO KELLMAT 25G;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABAO EM PO BEM TE VI SUPER BRANCO 500G;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;GELEIA BRASLIMP 1L DIVERSAS;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VASSOURAO TIPO PELO DE 60CM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BOBINA PICOTADA NEWPLAST 35X50 250U;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;GUARDANAPO DIAMANTE BLACK 20X18;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;MEXEDOR DE DRINK CRISTAL C/250 UN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;FITA ADESIVA 45MM X 40M INOVEN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;FRASCO P/DIFUSOR TRANSP.;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BANDEJA DE VIDRO COM BORDA DOURADA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VARETA MARGARIDA OURO DIVERSAS;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VARETA EM FIBRA MARRON 25CM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABÃO EM PÓ 500G;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;sabão liquido 2L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;sabão liquido 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 20 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 200 LT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO TIPO 01;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESINFETANTE HOSPITALAR STACRUZ ÁLCOOL 70 1 LT 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 13 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;AROMATIZANTE AIR CLEAN FLORAL 5 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;lava roupas liquido 1 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABÃO EM BARRA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;cloro gel;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 30 LT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BASE PLASTICA RODO DRY 45CM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CABO ALUMINIO CORR COM ROSCA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;REFIL ODORIZADOR AUTOMATICO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PASTILHA ADESIVA CITRUS 3;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESENGRAXANTE SOLUPLAN 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESCOVA SANITARIA COM ESTOJO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;REFIL GLADE FRESCOR LAVANDA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CABO CHAPA AÇO COM ROSCA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BAC 100 LIMPEZA GERAL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPADOR DE TAPETES E ESTOF 500ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;Limpador Revitalizador Couro 500mL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;Limpador Ar Condi Ds Ún 250ml Air Shield;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;Remov Tira Grudes 40mL Quimatic;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;Desumidificador Secar Leve 4 Pague 3 80G;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;Saponaceo;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;Sabão de limpeza pesada;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CABO ALUMINIO 9MMX1,20;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 15 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PORTA DETEGENTE C/ TELINHA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ALCOOL LIQUIDO 70;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DETERGENTE MINUANO LIMÃO 500ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DETERGENTE MINUANO COCO 500ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;FACILITA MULTIUSO FLORAL 500ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LUVA NITRILICA MULT VERDE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPADOR DE USO GERAL FLORAL 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ODORIZANTE DE AMBIENTE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PULVERIZADOR NOBRE 500ml;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PAPEL INTERFOLHA REAL 20X21 FOARDO COM 5 UN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESENTUPIDOR VASO SANIT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPADOR MULTIUSO CIF 450ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;GARFO DESCARTÁVEL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PRATO DESCARTÁVEL FUNDO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PRATO DESCARTÁVEL RASO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;FACA DESCARTÁVEL PCT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;COLHER DESCARTÁVEL PCT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PRATO FUNDO DESCARTÁVEL PCT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PRATO DESCARTÁVEL PCT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;GARFO DESCARTÁVEL PCT;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VASSOURA USO EXTERNO CONCEPT BETTANIN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VASSOURA VARRY 1000 CONCEPT BETTANIN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESCORREDOR BR WIDE ECO DESIGN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PREGADOR PLASTICO P/ ROUPA 12UNID SR900;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIMPADOR DE USO GERAL LAVANDA 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PANO MICROFIBRA VERDE 60X80CM NOBRE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PANO MICROFIBRA AZUL 40X40CM NOBRE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PANO MICROFIBRA AZUL 40X60CM NOBRE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;RODINHO PIA PLAST.;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;Esponja Brilhus 4UN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABONETE PREMISSE ERVA DOCE SOFT 1 LITRO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESFREGAO MULTIUSO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;FORMA SILICONE ANTIADERENTE P/ AIR FRYER 16CM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BALDE SPIN MOP 360 C/ESFREGAO 123 CLEAN 6 LITROS;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VASSOURA NYLON C/CB BRUBAL.CANTONE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VASSOURA PIACAVA NAT.N5 ESP;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESSENCIA CONCENTRADA MARRUA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESSENCIA PARA DIFUSOR 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 14 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VARETAS ESCURAS;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;FRASCO CRISTAL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABONETE LIQUIDO MARRUA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DEO PERFUME SELETO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ALCOOL LIQUIDO 70%;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO PLASTICO PRETO 100 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO PLASTICO BOBINA 5KG;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO PLASTICO BOBINA 10 KG;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;GUARDANAPO 50UN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO PLASTICO PRETO (58X62X03) 60 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO PLASTICO PRETO (48X53X03) 40 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;AROMATIZANTE BRISA DO MAR 5 L CANOA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;GUARDANAPO ECONOPEL / NUAR 20 X 22 CM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DISPENSER ROLAO EXACCTA PLUS SUSTENTAVEL BRANCO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PAPEL HIGIENICO 100% CELULOSE (8X220 M) REF.20 MAXX;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO PLASTICO BOBINA (20X30) 2 KG;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CERA POLIMENTAVEL 1 L VALENCIA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;VERSATIL CLEAN GREASE PLUS DESENGRAXANTE 5 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;MOP SPRAY 2 EM 1 JANELA E PISO COM RESERVATORIO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO ADESIVO TRANSPARENTE 52X70;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;AGUA SANITÁRIA CLORTIO 1LT CX/12;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESINFETANTE ALCOOL 70 1LT CX/12;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO PRETO 60L COM 100;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESPONJA DUPLA FACE PC 10;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;MULTIUSO ORIENTAL TRADICIONAL 500 ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CESTO MULTIUSO 100 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CESTO MULTIUSO 60 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ASSENTO UNIVERSAL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 100L PRETO PEGLIXO / 20 SAC;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 30L AZUL PEGLIXO / 40 SAC;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO DE LIXO 50L AZUL PEGLIXO / 40 SAC;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESPONJA SUPER WISH 4UN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;AGUA SANITARIA SULMAR 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ODORIZANTE DE AMBIENTE PURO AR TALCO 350ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;HIG. BELI GRIFFE BR II - 12 X 30 M - FL DUPLA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESCOVA SANITARIA C/ POTE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ODORIZANTE PURO AR;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;AMACIANTE YPE ACONCHEGO 2L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BALDE 8L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BALDE 8 LITROS;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CESTO 30L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CESTO 60L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PLACA NOBRE SINALIZADORA PISO MOLHADO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;REFIL NOBRE MICROFIBRA P/CONJUNTO MOP ROTATORIO SLIM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CANUDO PLASTICO SACHE 205X10MM CA-562 BRANCO COM LISTRA VERMELHA 50UN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DETERGENTE EM PO BRILHANTE C.T. 1,6KG;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABAO LIQUIDO PENEDO ROUPAS L. E P. 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BOBINA PICOTADA AJM 100UN 25X35 SUPORTA 3KG;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;BOBINA PICOTADA AJM 100UN 20X30 SUPORTA 2KG;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PAPEL MANTEIGA MELLO 29X7,5 1UN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESINFETANTE BACTER FLORAL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESINFETANTE BACTER LARANJA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESINFETANTE BACTER KALIPTO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESINFETANTE BACTER MAÇA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESODOR TEIU PEDRA C/1 FLORAL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESODOR TEIU PEDRA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESODOR TEIU PEDRA C / JASMIN;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESODOR TEIU PEDRA C/ LAVANDA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LAVA LOUÇA LIQUIDO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LAVA LOUÇA LIQUIDO TEIU 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 15 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LAVA LOUVA LIQ;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CESTO DE ROUPA 55L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;ESCOVA DE DENTE;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIXEIRA VAIVEM 23 LITROS - MARROM;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIXEIRA VAIVEM 23 LITROS - AZUL;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;LIXEIRA VAIVEM 23 LITROS - VERMELHA;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;APARELHO ODORIZADOR GLADE BRANCO COM REFIL 269 ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;CONCENTRAX OXY ATIVO 5 L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABAO EM PO BEM-TE-VI 400 GRAMAS;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;REFIL ODORIZADOR AUTOMATICO 269 ML;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;AGUA SANITARIA 5 LTS;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;DESINFETANTE 5L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SABAO EM PO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;PORTA COPO;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO LIXO 40L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
1738;MATERIAL DE CONSUMO E LIMPEZA;SACO LIXO 100L;MATERIAL DE CONSUMO E LIMPEZA;;Material de Copa e
